x,Location,Roll_No,Photo_No,Scale,Latitude,Longitude,Proj_No,Photo_Date,County,Obtained_from_Where,,,,mxd,Photo_Year
460,Brampton,A17614,110,"12,000",,,7316-002,7/15/62,Peel Region,NEODF-Cat/NAPL,,,,477,7/15/62
461,Brampton,A23014,57,"12,000",,,7316-002,8/20/72,Peel Region,NEODF-Cat/NAPL,,,,478,8/20/72
462,Saint-Eustache,A24310,46,"12,000",,,7316-002,4/28/55,Montreal,NEODF-Cat/NAPL,,,,479,4/28/55
463,Saint-Eustache,A25449,121,"25,000",,,7316-002,5/12/80,Montreal,NEODF-Cat/NAPL,,,,480,5/12/80
464,Concord,A25648,58,"25,000",,,7316-002,3/28/81,York Region,NEODF-Cat/NAPL,,,,481,3/28/81
465,Brampton,A26494,79,"12,000",,,7316-002,6/02/84,Peel Region,NEODF-Cat/NAPL,,,,482,6/02/84
466,Concord,A28408,54,"7,000",,,7316-002,4/01/99,York Region,NEODF-Cat/NAPL,,,,484,4/01/99
467,Cobourg,A16867,119,"30,000",,,7486-001,10/21/59,Northumberland,NEODF-Cat/NAPL,,,,485,10/21/59
468,Cobourg,A16867,121,"30,000",,,7486-001,10/21/59,Northumberland,NEODF-Cat/NAPL,,,,486,10/21/59
469,Cobourg,A23294,57,"20,000",,,7486-001,6/11/73,Northumberland,NEODF-Cat/NAPL,,,,487,6/11/73
470,Orillia,RA2,74,"15,000",,,7546-001,1/27/03,Simcoe,NEODF-Cat/NAPL,,,,488,1/27/03
471,Orillia,A9190,18,"20,000",,,7546-001,9/06/45,Simcoe,NEODF-Cat/NAPL,,,,489,9/06/45
472,Orillia,A19915,76,"20,000",,,7546-001,5/25/67,Simcoe,NEODF-Cat/NAPL,,,,490,5/25/67
473,Brampton,A10071,46,"20,000",,,7316-002,6/30/46,Peel Region,NEODF-Cat/NAPL,,,,491,6/30/46
474,Orillia,A3082,40,"15,000",,,7546-001,11/13/30,Simcoe,NEODF-Cat/NAPL,,,,492,11/13/30
475,Pickering,A11321,24,"8,000",,,7337-002,5/19/47,Durham Region,NEODF-Cat/NAPL,,,,493,5/19/47
476,Pickering,A22630,201,"15,000",,,7337-002,4/28/72,Durham Region,NEODF-Cat/NAPL,,,,494,4/28/72
477,Milton,A10741,24,"20,000",,,7499-001,10/26/46,Halton Region,NEODF-Cat/NAPL,,,,495,10/26/46
478,Milton,A18944,166,"20,000",,,7499-001,7/20/65,Halton Region,NEODF-Cat/NAPL,,,,497,7/20/65
479,St. Thomas,A17965,168,"20,000",,,7499-001,4/15/63,Elgin County,NEODF-Cat/NAPL,,,,498,4/15/63
480,St. Thomas,A21618,40,"25,000",,,7499-001,6/22/70,Elgin County,NEODF-Cat/NAPL,,,,499,6/22/70
481,St. Catharines,A19358,66,"15,000",,,7499-001,9/26/65,Niagara Region,NEODF-Cat/NAPL,,,,500,9/26/65
482,St. Catharines,A26977,65,"6,000",,,7499-001,7/27/86,Niagara Region,NEODF-Cat/NAPL,,,,501,7/27/86
483,St. Thomas,A21618,38,"25,000",,,7499-001,6/22/70,Elgin County,NEODF-Cat/NAPL,,,,502,6/22/70
484,St. Thomas,A27597,69,"20,000",,,7499-001,6/25/90,Elgin County,NEODF-Cat/NAPL,,,,503,6/25/90
485,Guelph,A25648,16,"25,000",,,7499-001,3/28/81,Wellington County,NEODF-Cat/NAPL,,,,504,3/28/81
486,Guelph,VRR2693,33,"20,000",,,7499-001,10/25/66,Wellington County,NEODF-Cat/NAPL,,,,505,10/25/66
487,Peterborough,A18320-28,28,"20,000",,,7671-001,10/16/64,Peterborough County,NEODF-Cat/NAPL,,,,506,10/16/64
488,Peterborough,A13111,125,"20,000",,,7671-001,4/27/51,Peterborough County,NEODF-Cat/NAPL-Trent,,,,507,4/27/51
489,Oshawa,A23670,41,"15,000",,,7643-001,4/20/64,Durham Region,NEODF-Cat/NAPL,,,,508,4/20/64
490,Peterborough,A211,35,"20,000",,,7014-002,7/28/07,Peterborough County,NEODF-Cat/NAPL,,,,509,7/28/07
491,Picton,A17791-14,14,"15,000",,,5290-002,8/12/62,Prince Edward County,NEODF-Cat/NAPL-Trent,,,,510,8/12/62
492,Beaverton,A16868,111,"30,000",,,7756-001,10/21/59,Durham Region,NEODF-Cat/NAPL-Trent,,,,511,10/21/59
493,Grimsby,A26995,69,"9,000",,,7674-001,8/19/86,Niagara Region,NEODF-Cat/NAPL,,,,512,8/19/86
494,Omemee,A18750,62,"25,000",,,7279-001,5/06/65,Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,513,5/06/65
495,Beaverton,A25691,152,"50,000",,,7756-001,5/04/81,Durham Region,NEODF-Cat/NAPL,,,,517,5/04/81
496,Beaverton,A25691,154,"50,000",,,7756-001,5/04/81,Durham Region,NEODF-Cat/NAPL,,,,519,5/04/81
497,Beaverton,RA31,45,"15,000",,,7756-001,6/27/09,Durham Region,NEODF-Cat/NAPL,,,,520,6/27/09
498,Beaverton,RA31,47,"15,000",,,7756-001,6/27/09,Durham Region,NEODF-Cat/NAPL,,,,521,6/27/09
499,Omemee,A142,95,"20,000",,,7279-001,6/19/28,Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,522,6/19/28
500,Bowmanville,RA42,86,"15,000",,,7741-001,9/16/27,Clarington,ERIS,,,,523,9/16/27
501,Bowmanville,A18587,67,,,,7741-001,1964,Clarington,ERIS,,,,524,1964
502,Bowmanville,A27302,50,,,,7741-001,2010-05-06,Clarington,ERIS,,,,525,2010-05-06
503,Pickering,A10116,12,"20,000",,,7419-001,7/02/46,Durham Region,NEODF-Cat/NAPL,,,,527,7/02/46
504,Pickering,A25646,16,"25,000",,,7419-001,3/26/81,Durham Region,NEODF-Cat/NAPL,,,,528,3/26/81
505,Pickering,A18588,182,"20,000",,,7419-001,8/05/64,Durham Region,NEODF-Cat/NAPL,,,,529,8/05/64
506,Midland,A23284,56,"20,000",,,6820-001,6/02/73,Simcoe County,NEODF-Cat/NAPL,,,,530,6/02/73
507,Midland,RR2693-V,290,"20,000",,,6820-001,10/27/66,Simcoe County,NEODF-Cat/NAPL,,,,531,10/27/66
508,Midland,A16516,85,"12,000",,,6820-001,6/08/59,Simcoe County,NEODF-Cat/NAPL,,,,532,6/08/59
509,Midland,A16516,87,"12,000",,,6820-001,6/08/59,Simcoe County,NEODF-Cat/NAPL,,,,533,6/08/59
510,Midland,A3425,9,"15,000",,,6820-001,6/09/31,Simcoe County,NEODF-Cat/NAPL,,,,534,6/09/31
511,Bowmanville,A23664,127,"25,000",,,7522-001,4/19/74,Clarington,NEODF-Cat/NAPL,,,,535,4/19/74
512,Bowmanville,RA42,89,"15,000",,,7522-001,1927,Clarington,NEODF-Cat/NAPL,,,,547,1927
513,Newcastle,RA50,2,,,,,1927,Clarington,ERIS,,,,548,1927
514,Newcastle,A16867,61,,,,7635-001,1959,Clarington,ERIS,,,,549,1959
515,Newcastle,A19799,33,,,,7635-002,1966,Clarington,ERIS,,,,550,1966
516,Newcastle,A24833,18,,,,7635-003,4/25/78,Clarington,ERIS,,,,551,4/25/78
517,Newcastle,A27302,48,,,,7635-004,1988,Clarington,ERIS,,,,552,1988
518,Toronto,A12502,113,,,,7788-001,1950,Toronto,ERIS,,,,554,1950
519,Toronto,A18944,63,,,,7788-001,1965,Toronto,ERIS,,,,555,1965
520,Toronto,A12502,113,,,,7788-001,1978,Toronto,ERIS,,,,556,1978
521,Toronto,A12502,113,,,,7788-001,1999,Toronto,ERIS,,,,557,1999
522,Zephyr,A17188,96,"30,000",,,8023-001,9/07/60,Durham Region,NEODF-Cat/NAPL,,,,558,9/07/60
523,Zephyr,A25674,13,"50,000",,,8023-001,4/21/81,Durham Region,NEODF-Cat/NAPL,,,,560,4/21/81
524,Zephyr,A28173,123,"50,000",,,8023-001,4/15/95,Durham Region,NEODF-Cat/NAPL,,,,561,4/15/95
525,Zephyr,A28173,125,"50,000",,,8023-001,4/15/95,Durham Region,NEODF-Cat/NAPL,,,,562,4/15/95
526,Zephyr,RA25,79,"15,000",,,8023-001,8/26/27,Durham Region,NEODF-Cat/NAPL,,,,563,8/26/27
527,Zephyr,A25673,26,"50,000",,,8023-001,1981,Durham Region,NEODF-Cat/NAPL,,,,564,1981
528,Brighton,A17793,151,"15,000",,,8085-001,8/08/62,Northumberland,NEODF-Cat/NAPL,,,,565,8/08/62
529,Brighton,A1916,8,"15,000",,,8085-001,10/29/10,Northumberland,NEODF-Cat/NAPL,,,,566,10/29/10
530,Colborne,A3251,26,"15,000",,,9638-001,1/07/38,Northumberland,NEODF-Cat/NAPL,,,,567,1/07/38
531,Newtonville,A24834,85,"25,000",,,8093-001,4/28/78,Clarington,NEODF-Cat/NAPL,,,,568,4/28/78
532,Newtonville,A18742,76,"20,000",,,8093-001,1965,Clarington,NEODF-Cat/NAPL,,,,569,1965
533,Smiths Falls,A24619,84,"10,000",,,8156-001,4/12/77,Lanark,NEODF-Cat/NAPL,,,,570,4/12/77
534,Smiths Falls,A27134,57,"50,000",,,8156-001,6/18/87,Lanark,NEODF-Cat/NAPL,,,,571,6/18/87
535,Smiths Falls,A28176,85,"50,000",,,8156-001,4/24/95,Lanark,NEODF-Cat/NAPL,,,,572,4/24/95
536,Trenton,A17772,15,"15,000",,,8279-001,3/08/62,Quinte West,NEODF-Cat/NAPL-Trent,,,,573,3/08/62
537,Trenton,A17772,14,"15,000",,,8279-001,3/08/62,Quinte West,NEODF-Cat/NAPL-Trent,,,,574,3/08/62
538,Trenton,,,,,,8279-001,1987,Quinte West,Queens University,,,,575,1987
539,Trenton,,,,,,8279-001,1974,Quinte West,Queens University,,,,576,1974
540,Bewdley,A00209,68,"20,000",,,8306-001,6/28/07,Northumberland,NEODF-Cat/NAPL-Trent,,,,577,6/28/07
541,Bewdley,A18323,30,"20,000",,,8306-001,9/28/64,Northumberland,NEODF-Cat/NAPL-Trent,,,,578,9/28/64
542,Belleville,,,,,,,,,,,,,579,
543,Apsley,A17830,89,"15,000",,,8400-001,8/23/62,Peterborough,NEODF-Cat/NAPL-Trent,,,,580,8/23/62
544,Port Perry,A25673,22,"50,000",,,8476-001,4/26/81,Durham,NEODF-Cat/NAPL,,,,581,4/26/81
545,Port Perry,RA32,52,"15,000",,,8476-001,8/27/09,Durham,NEODF-Cat/NAPL,,,,582,8/27/09
546,Port Perry,A17188,44,"30,000",,,8476-001,7/09/60,Durham,NEODF-Cat/NAPL-Trent,,,,583,7/09/60
547,Havelock,A18255,70,"15,000",,,8313-001,10/13/63,Peterborough,NEODF-Cat/NAPL-Trent,,,,584,10/13/63
548,Havelock,A18255,89,"15,000",,,8313-001,10/13/63,Peterborough,NEODF-Cat/NAPL-Trent,,,,585,10/13/63
549,Campbellford,A17835,17,"15,000",Line 19W,,8313-001,8/01/62,Northumberland,NEODF-Cat/NAPL-Trent,,,,586,8/01/62
550,Campbellford,A17926,6,"20,000",19E,,8313-001,9/16/62,Northumberland,NEODF-Cat/NAPL-Trent,,,,587,9/16/62
551,Penetanguishene,A19542,50,"35,000",11W,,5292-005,7/05/66,Simcoe ,NEODF-Cat/NAPL-Trent,,,,588,7/05/66
552,Toronto,A14-C,Sheet C,"4,800",,,4604-002,4/30/05,Toronto,City of Toronto Website,,,,589,4/30/05
553,Toronto,,,,,,4604-002,,Toronto,City of Toronto Website,,,,590,
554,Toronto,,,,,,4604-002,1957,Toronto,City of Toronto Website,,,,591,1957
555,Toronto,1977,60,,,,4604-002,1977,Toronto,City of Toronto Website,,,,592,1977
556,Toronto,,Sheet 87-55m,"45,000",,,4604-002,,Toronto,City of Toronto Website,,,,593,
557,Toronto,,Sheet 92-55m,"45,000",,,4604-002,,Toronto,City of Toronto Website,,,,594,
558,Toronto,,,,,,4604-002,,Toronto,City of Toronto Website,,,,595,
559,Toronto,,,,,,4604-002,,Toronto,City of Toronto Website,,,,596,
560,Ganaoque,2018,,,,,7545-001,2018,Ganaoque,Google Earth,,,,597,2018
561,Belleville,,,,,,8534-001,1953,Belleville,Queens University,,,,598,1953
562,belleville,,,,,,8534-001,1974,Belleville,Queens University,,,,599,1974
563,Belleville,,,,,,8534-001,1978,Belleville,Queens University,,,,600,1978
564,Belleville,,,,,,8534-001,1987,Belleville,Queens University,,,,601,1987
565,Hastings,A1166,34,"20,000",,,8169-001,5/30/29,Hastings,NEODF-Cat/NAPL,,,,602,5/30/29
566,Hastings,A25379,89,"5,000",,,8169-001,4/17/80,Hastings,NEODF-Cat/NAPL,,,,603,4/17/80
567,Lakefield,A01055-55,73,"20,000",Line 73,,8739-001,5/29/10,Peterborough,NEODF-Cat/NAPL-Trent,,,,604,5/29/10
568,Lakefield,A01054-25,78,"20,000",Line 78,,8739-001,5/29/10,Peterborough,NEODF-Cat/NAPL-Trent,,,,605,5/29/10
569,Hastings,A17774,42,"15,000",,,8619-001,8/03/62,Hastings,NEODF-Cat/NAPL-Trent,,,,606,8/03/62
570,Port Perry,A18859,24,"25,000",,,8779-001,,Port Perry,NEODF-Cat/NAPL-Trent,,,,607,
571,Pefferlaw,RA28,97,"15,000",,,8621-001,4/27/09,Georgina,NEODF-Cat/NAPL,,,,608,4/27/09
572,Omemee,A178,91,"20,000",,,8911-001,1/28/07,Kawartha Lakes,NEODF-Cat/NAPL,,,,609,1/28/07
573,Peterborough,A01051,43,"20,000",,,8946-001,10/29/05,Peterborough,NEODF-Cat/NAPL-Trent,,,,610,10/29/05
574,peterborough,A1051,44,"20,000",,,8946-001,1929,Peterborough,NEODF-Cat/NAPL-Trent,,,,611,1929
575,peterborough,A1051,42,"20,000",,,8916-001,1929,Peterborough,NEODF-Cat/NAPL-Trent,,,,612,1929
576,Ajax,A10119,56,"20,000",,,8925-001,9/04/46,Durham,NEODF-Cat/NAPL,,,,613,9/04/46
577,Ajax,A22630,197,"15,000",,,8925-001,4/27/72,Durham,NEODF-Cat/NAPL,,,,614,4/27/72
578,Ajax,RA29,66,"15,000",,,8925-001,4/27/09,Durham,NEODF-Cat/NAPL,,,,615,4/27/09
579,St Catherines,A13997,8,"20,000",,,,5/23/54,,NEODF-Cat/NAPL,,,,616,5/23/54
580,Ajax,A18587-82,82,"20,000",,,8925-001,8/06/64,Durham,NEODF-Cat/NAPL-Trent,,,,617,8/06/64
581,Peterborough,A01051,29,"20,000",,,8944-001,10/29/05,Peterborough,NEODF-Cat/NAPL-Trent,,,,618,10/29/05
582,Bridgenorth,A16868,15,"30,000",,,8944-001,10/21/59,Peterborough,NEODF-Cat/NAPL-Trent,,,,619,10/21/59
583,Toronto,,17D,,,,8705-001,1/01/47,Toronto,City of Toronto Archives,,,,620,1/01/47
584,Toronto,,75,,,,8705-001,1/01/60,Toronto,City of Toronto Archives,,,,621,1/01/60
585,Toronto,,5,,,,8705-001,1/01/70,Toronto,City of Toronto Archives,,,,622,1/01/70
586,Toronto,,17,,,,8705-001,1/01/81,Toronto,City of Toronto Archives,,,,623,1/01/81
587,Toronto,,47J,,,,8705-001,1/01/92,Toronto,City of Toronto Archives,,,,624,1/01/92
588,Peterborough,A01051,38,"20,000",,,8927-001,5/29/10,Peterborough,NEODF-Cat/NAPL-Trent,,,,625,5/29/10
589,Peterborough,A16871,93,"30,000",,,8927-001,10/21/59,Peterborough,NEODF-Cat/NAPL-Trent,,,,626,10/21/59
590,Woodbridge,A10114,39,"20,000",,,8953-001,7/01/46,Vaughan,NEODF-Cat/NAPL,,,,627,7/01/46
591,Woodbridge,A13556,191,"15,000",,,8953-001,8/30/52,Vaughan,NEODF-Cat/NAPL,,,,628,8/30/52
592,Woodbridge,A20347,78,"25,000",,,8953-001,4/27/68,Vaughan,NEODF-Cat/NAPL,,,,629,4/27/68
593,Peterborough,A19868,30,"25,000",,,9015-001,4/28/67,Peterborough,NEODF-Cat/NAPL-Trent,,,,630,4/28/67
594,Oshawa,A18587,75,"20,000",,,8812-001,8/06/64,Durham,NEODF-Cat/NAPL-Trent,,,,631,8/06/64
595,Vaughan,A10117,78,"20,000",,,8954-001,7/01/46,York,NEODF-Cat/NAPL,,,,632,7/01/46
596,Vaughan,A16997,57,"25,000",,,8954-001,4/28/60,York,NEODF-Cat/NAPL,,,,633,4/28/60
597,Vaughan,A21952,31,"25,000",,,8954-001,8/28/70,York,NEODF-Cat/NAPL,,,,634,8/28/70
598,Peterborough,A01052,39,"20,000",,,9015-001,10/29/05,Peterborough,NEODF-Cat/NAPL-Trent,,,,635,10/29/05
599,Dorset,1km176640501302013SCOOP,,,,,9023-001,2013,Algonquin Highlands,Haliburton County,,,,636,2013
600,Fenelon Falls,A18798,57,"20,000",,,9032-001,6/04/65,City of Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,637,6/04/65
601,Fenelon Falls ,A141,12,"20,000",,,9032-001,6/18/28,City of Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,638,6/18/28
602,Fenelon Falls ,A27221,82,"50,000",,,9032-001,9/25/87,City of Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,639,9/25/87
603,Dorset,1km176650501302013SCOOP,,,,,9023-001,2013,Algonquin Highlands,Haliburton County,,,,640,2013
604,Dorset,1km176650501102013SCOOP,,,,,9023-001,2013,Algonquin Highlands,Haliburton County,,,,641,2013
605,Dorset,1km176650501202013SCOOP,,,,,9023-001,2013,Algonquin Highlands,Haliburton County,,,,642,2013
606,Dorset,A5294,10,"15,000",,,9023-001,5/13/36,Algonquin Highlands,NEODF-Cat/NAPL,,,,643,5/13/36
607,Dorset,A21009,34,"40,000",,,9023-001,6/08/69,Algonquin Highlands,NEODF-Cat/NAPL,,,,644,6/08/69
608,Oshawa,A28250,103,"5,000",,,8958-001,9/30/95,Durham,NEODF-Cat/NAPL,,,,646,9/30/95
609,Pickering,A6589,2,"20,000",,,8960-001,6/05/39,Durham,NEODF-Cat/NAPL,,,,647,6/05/39
610,Pickering,A6589,4,"20,000",,,8960-001,6/05/39,Durham,NEODF-Cat/NAPL,,,,648,6/05/39
611,Pickering,A16996,39,"25,000",,,8960-001,4/18/60,Durham,NEODF-Cat/NAPL,,,,649,4/18/60
612,Pickering,A20338,52,"25,000",,,8960-001,4/06/67,Durham,NEODF-Cat/NAPL,,,,650,4/06/67
613,Cobourg,A3250,95,"15,000",,,8555-001,4/13/31,Northumberland,NEODF-Cat/NAPL,,,,651,4/13/31
614,Cobourg,A13111,158,"20,000",,,8555-001,4/26/51,Northumberland,NEODF-Cat/NAPL,,,,652,4/26/51
615,Cobourg,A23291,59,"20,000",,,8555-001,6/10/73,Northumberland,NEODF-Cat/NAPL,,,,653,6/10/73
616,Cobourg,RR2638-V,1556,"5,000",,,8555-001,4/28/65,Northumberland,NEODF-Cat/NAPL,,,,654,4/28/65
617,Cobourg,RR2638-V,1558,"5,000",,,8555-001,4/28/65,Northumberland,NEODF-Cat/NAPL,,,,655,4/28/65
618,Oak Lake Havelock,A17783,75,"15,000",,,8947-002/6854-003,7/27/62,HBM,NEODF-Cat/NAPL,,,,656,7/27/62
619,Oak Lake Havelock,A5069,12,"20,000",,,8947-002/6854-003,8/14/35,HBM,NEODF-Cat/NAPL,,,,657,8/14/35
620,Oak Lake Havelock,A5945,27,"20,000",,,8947-002/6854-003,5/26/38,HBM,NEODF-Cat/NAPL,,,,658,5/26/38
621,Bancroft-Cardiff,A4847,91,"15,000",,,9291-001,8/10/34,Peterborough,NEODF-Cat/NAPL,,,,659,8/10/34
622,Toronto,A6588,59,"20,000",,,9241-002,6/03/39,Toronto,NEODF-Cat/NAPL,,,,660,6/03/39
623,Whitby,RA46,86,"15,000",,,9251-001,10/19/27,Whitby,NEODF-Cat/NAPL,,,,661,10/19/27
624,Whitby,A13997,99,"20,000",,,9251-001,5/23/54,Whitby,NEODF-Cat/NAPL,,,,662,5/23/54
625,Georgina,A16871,43,"30,000",,,9144-001,10/20/59,York Region,NEODF-Cat/NAPL,,,,663,10/20/59
626,Georgina,A16871,47,"30,000",,,9144-001,10/20/59,York Region,NEODF-Cat/NAPL,,,,664,10/20/59
627,Georgina,A18785,12,"25,000",,,9144-001,6/01/65,York Region,NEODF-Cat/NAPL,,,,665,6/01/65
628,Georgina,A18785,13,"25,000",,,9144-001,6/01/65,York Region,NEODF-Cat/NAPL,,,,666,6/01/65
629,Georgina,A18785,14,"25,000",,,9144-001,6/01/65,York Region,NEODF-Cat/NAPL,,,,667,6/01/65
630,Georgina,A28173,51,"50,000",,,9144-001,4/14/95,York Region,NEODF-Cat/NAPL,,,,668,4/14/95
631,Georgina,A18785,54,"25,000",,,9144-001,6/01/65,York Region,NEODF-Cat/NAPL,,,,669,6/01/65
632,Georgina,A28173,52,"50,000",,,9144-001,4/14/95,York Region,NEODF-Cat/NAPL,,,,670,4/14/95
633,Lakefield,A4806,89,"15,000",,,9348-001,9/27/34,Peterborough,NEODF-Cat/NAPL,,,,671,9/27/34
634,Oshawa,A18587,72,"20,000",,,9251-001,8/05/64,Durham,NEODF-Cat/NAPL,,,,672,8/05/64
635,Oshawa,A23648,118,"6,000",,,9251-001,11/13/73,Durham,NEODF-Cat/NAPL,,,,673,11/13/73
636,Oshawa,RA48,6,"15,000",,,9251-001,10/22/27,Durham,NEODF-Cat/NAPL,,,,674,10/22/27
637,Combermere,A9231,103,"20,000",,,9273-001,9/06/45,Madawaska Valley,NEODF-Cat/NAPL,,,,675,9/06/45
638,Combermere,A17852,155,"20,000",,,9273-001,9/07/62,Madawaska Valley,NEODF-Cat/NAPL,,,,676,9/07/62
639,Combermere,A27996,179,"50,000",,,9273-001,11/17/93,Madawaska Valley,NEODF-Cat/NAPL,,,,677,11/17/93
640,Combermere,A27996,181,"50,000",,,9273-001,11/17/93,Madawaska Valley,NEODF-Cat/NAPL,,,,678,11/17/93
641,Combermere,A27996,182,"50,000",,,9273-001,11/17/93,Madawaska Valley,NEODF-Cat/NAPL,,,,679,11/17/93
642,Oshawa,RA34,62,"15,000",,,9467-001,8/27/09,Durham,NEODF-Cat/NAPL,,,,680,8/27/09
643,Oshawa,RA34,63,"15,000",,,9467-001,8/27/09,Durham,NEODF-Cat/NAPL,,,,684,8/27/09
644,Oshawa,RA34,64,"15,000",,,9467-001,8/27/09,Durham,NEODF-Cat/NAPL,,,,685,8/27/09
645,Oshawa,A18588,138,"20,000",,,9467-001,8/04/64,Durham,NEODF-Cat/NAPL,,,,686,8/04/64
646,Oshawa,A18588,139,"20,000",,,9467-001,8/04/64,Durham,NEODF-Cat/NAPL,,,,687,8/04/64
647,Oshawa,A18588,140,"20,000",,,9467-001,8/04/64,Durham,NEODF-Cat/NAPL,,,,688,8/04/64
648,Oshawa,A23679,50,"25,000",,,9467-001,5/03/74,Durham,NEODF-Cat/NAPL,,,,689,5/03/74
649,Oshawa,A31404,68,"40,000",Colour,,9467-001,7/17/85,Durham,NEODF-Cat/NAPL,,,,690,7/17/85
650,Oshawa,A31404,68,"40,000",,,9467-001,7/17/85,Durham,NEODF-Cat/NAPL,,,,692,7/17/85
651,Oshawa,A31404,70,"40,000",Colour,,9467-001,7/17/85,Durham,NEODF-Cat/NAPL,,,,693,7/17/85
652,Oshawa,A31404,70,"40,000",,,9467-001,7/17/85,Durham,NEODF-Cat/NAPL,,,,695,7/17/85
653,Kingston,A7496,62,"7,000",,,9510-001,1/17/45,Kingston,NEODF-Cat/NAPL,,,,696,1/17/45
654,Kingston,A5406,35,"15,000",,,9510-001,7/01/36,Kingston,NEODF-Cat/NAPL,,,,697,7/01/36
655,Picton,A27410,149,"9,000",,,9181-002,4/27/89,Prince Edward County,NEODF-Cat/NAPL,,,,698,4/27/89
656,Oro-Medonte,A19916,181,"20,000",,,9543-001,5/25/67,Simcoe County,NEODF-Cat/NAPL,,,,699,5/25/67
657,Clarington,A18587,69,"20,000",,,9728-001,8/06/64,Durham,NEODF-Cat/NAPL-Trent,,,,700,8/06/64
658,Clarington,RA47,84,"15,000",,,9728-001,9/30/27,Durham,NEODF-Cat/NAPL,,,,701,9/30/27
659,Colborne,A3251,27,"15,000",,,9638-001,1/17/31,Northumberland,NEODF-Cat/NAPL,,,,702,1/17/31
660,Colborne,A3251,26,"15,000",,,9638-001,1/17/31,Northumberland,NEODF-Cat/NAPL,,,,703,1/17/31
661,Oshawa,A18588,160,"20,000",,,8557-001,8/04/64,Northumberland,NEODF-Cat/NAPL,,,,704,8/04/64
662,Oshawa,A28173,131,"50,000",,,8557-002,4/14/95,Northumberland,NEODF-Cat/NAPL,,,,705,4/14/95
663,Oshawa,A28173,132,"50,000",,,8557-003,4/15/95,Northumberland,NEODF-Cat/NAPL,,,,706,4/15/95
664,Scugog,A17188,49,"30,000",,,9862-001,9/06/60,Durham,NEODF-Cat/NAPL,,,,707,9/06/60
665,Scugog,A24340,168,"50,000",,,9862-001,5/08/76,Durham,NEODF-Cat/NAPL,,,,708,5/08/76
666,Scugog,A25673,18,"50,000",,,9862-001,4/25/81,Durham,NEODF-Cat/NAPL,,,,709,4/25/81
667,Scugog,A25673,20,"50,000",,,9862-001,4/25/81,Durham,NEODF-Cat/NAPL,,,,710,4/25/81
668,Scugog,A28173,130,"50,000",,,9862-001,4/14/95,Durham,NEODF-Cat/NAPL,,,,711,4/14/95
669,Scugog,RA39,31,"15,000",,,9862-001,11/27/09,Durham,NEODF-Cat/NAPL,,,,712,11/27/09
670,Bancroft,A9264,4,"20,000",,,9906-001,9/09/45,Havelock,NEODF-Cat/NAPL,,,,713,9/09/45
671,Bancroft,A18251,90,"20,000",,,9906-001,10/27/63,Havelock,NEODF-Cat/NAPL,,,,714,10/27/63
672,Bancroft,A22319,117,"40,000",,,9906-001,7/01/71,Havelock,NEODF-Cat/NAPL,,,,715,7/01/71
673,Bancroft,A27133,33,"50,000",,,9906-001,6/29/87,Havelock,NEODF-Cat/NAPL,,,,716,6/29/87
674,Bancroft,A27133,35,"50,000",,,9906-001,6/29/87,Havelock,NEODF-Cat/NAPL,,,,717,6/29/87
675,Bancroft,A28178,37,"50,000",,,9906-001,4/23/95,Havelock,NEODF-Cat/NAPL,,,,718,4/23/95
676,Douro Dummer,A1076,14,"20,000",,,9794-001,12/29/05,Peterborough,NEODF-Cat/NAPL,,,,720,12/29/05
677,Douro Dummer,A25691,56,"50,000",,,9794-001,5/03/81,Peterborough,NEODF-Cat/NAPL,,,,721,5/03/81
678,Pickering,A3250,7,"15,000",,,9921-001,4/13/31,Pickering,NEODF-Cat/NAPL,,,,722,4/13/31
679,Pickering,A16995,118,"25,000",,,9921-001,4/18/60,Pickering,NEODF-Cat/NAPL,,,,723,4/18/60
680,Pickering,A27411,154,"9,000",,,9921-001,4/21/89,Pickering,NEODF-Cat/NAPL,,,,724,4/21/89
681,Oshawa,RA32,34,"15,000",,,9980-001,7/27/09,Oshawa,NEODF-Cat/NAPL,,,,725,7/27/09
682,Oshawa,A13997,96,"20,000",,,9980-001,5/23/54,Oshawa,NEODF-Cat/NAPL,,,,726,5/23/54
683,Mississauga,A10111,41,"20,000",,,10074-001,7/01/46,Mississauga,NEODF-Cat/NAPL,,,,727,7/01/46
684,Cobourg,A28172,184,"50,000",,,10106-001,7/04/95,Northumberland,NEODF-Cat/NAPL,,,,728,7/04/95
685,Picton,A27083,217,"50,000",,,10115-001,4/24/87,PEC,NEODF-Cat/NAPL,,,,729,4/24/87
686,Picton,RR2638-V,1724,"6,000",,,10115-001,4/28/65,PEC,NEODF-Cat/NAPL,,,,730,4/28/65
687,Picton,A15596,57,"40,000",,,10115-001,11/23/56,PEC,NEODF-Cat/NAPL,,,,731,11/23/56
688,Fenelon Falls,A139,17,"20,000",,,10149-001,6/18/28,City of Kawartha Lakes,NEODF-Cat/NAPL,,,,732,6/18/28
689,Fenelon Falls,A139,19,"20,000",,,10149-001,6/18/28,City of Kawartha Lakes,NEODF-Cat/NAPL,,,,733,6/18/28
